physical_cores,logical_cores,max_cpu_frequency,min_cpu_frequency,total_ram,total_available_ram,total_swap,free_swap,start_time,stop_time,time_spend,task_count,task_type,current_cpu_frequency
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.72GB,4.00GB,3.96GB,1624028015.14366,1624028019.83167,4.68800783157349,967,16,1940.38Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.72GB,4.00GB,3.96GB,1624028020.05413,1624028024.59497,4.5408353805542,967,15,1013.30Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.72GB,4.00GB,3.96GB,1624028024.81832,1624028025.63772,0.819400548934937,967,8,2298.83Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.72GB,4.00GB,3.96GB,1624028026.76785,1624028027.62252,0.854668617248535,8855,10,1663.76Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.72GB,4.00GB,3.96GB,1624028027.82834,1624028029.61592,1.78758192062378,8855,3,1220.34Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.72GB,4.00GB,3.96GB,1624028029.84613,1624028031.00565,1.15951943397522,8855,4,2250.83Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.72GB,4.00GB,3.96GB,1624028031.21866,1624028032.78016,1.56149363517761,8855,5,4299.75Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.71GB,4.00GB,3.96GB,1624028032.98649,1624028038.66756,5.681072473526,8855,16,995.14Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.72GB,4.00GB,3.96GB,1624028038.90336,1624028043.72349,4.82012748718262,8855,15,975.89Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.72GB,4.00GB,3.96GB,1624028043.95047,1624028044.81939,0.868918657302856,8855,8,1150.11Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.72GB,4.00GB,3.96GB,1624028045.91781,1624028046.704,0.786193132400513,307,10,1473.97Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.71GB,4.00GB,3.96GB,1624028046.92742,1624028048.72292,1.79550075531006,307,3,1788.58Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.71GB,4.00GB,3.96GB,1624028048.94751,1624028050.31653,1.36902689933777,307,4,1025.92Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.71GB,4.00GB,3.96GB,1624028050.54686,1624028052.14359,1.59673047065735,307,5,1382.17Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.71GB,4.00GB,3.96GB,1624028052.36304,1624028059.8937,7.5306601524353,307,16,2796.04Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.71GB,4.00GB,3.96GB,1624028060.10061,1624028064.60189,4.50127959251404,307,15,966.42Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.71GB,4.00GB,3.96GB,1624028064.83222,1624028065.73807,0.905844688415527,307,8,923.13Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.72GB,4.00GB,3.96GB,1624028066.85065,1624028068.12154,1.27088189125061,571,10,935.91Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.71GB,4.00GB,3.96GB,1624028068.35284,1624028070.01294,1.66010046005249,571,3,910.68Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.71GB,4.00GB,3.96GB,1624028070.24508,1624028070.95113,0.706041812896729,571,4,971.89Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.71GB,4.00GB,3.96GB,1624028071.02843,1624028072.7256,1.69716501235962,571,5,2253.68Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.59GB,4.00GB,3.96GB,1624028072.93418,1624028167.63549,94.7013111114502,571,16,1298.68Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.60GB,4.00GB,3.96GB,1624028167.85674,1624028173.30468,5.44794058799744,571,15,927.90Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.60GB,4.00GB,3.96GB,1624028173.54057,1624028174.38787,0.8473060131073,571,8,2246.67Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.60GB,4.00GB,3.96GB,1624028175.50187,1624028176.43964,0.93777322769165,788,10,1306.92Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.60GB,4.00GB,3.96GB,1624028176.66379,1624028178.48383,1.82004618644714,788,3,1110.65Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.60GB,4.00GB,3.96GB,1624028178.7009,1624028179.89655,1.19565463066101,788,4,1244.22Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.60GB,4.00GB,3.96GB,1624028180.13927,1624028181.835,1.69572854042053,788,5,1190.72Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.60GB,4.00GB,3.96GB,1624028182.05323,1624028188.03179,5.97856163978577,788,16,1024.16Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.60GB,4.00GB,3.96GB,1624028188.25717,1624028192.42419,4.16701316833496,788,15,3396.61Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.60GB,4.00GB,3.96GB,1624028192.64436,1624028193.40534,0.760985612869263,788,8,3492.11Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.60GB,4.00GB,3.96GB,1624028194.17041,1624028195.0192,0.848787069320679,1522,10,987.57Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.60GB,4.00GB,3.96GB,1624028195.24748,1624028196.67445,1.42697334289551,1522,3,1011.03Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.60GB,4.00GB,3.96GB,1624028196.90572,1624028198.01113,1.10541009902954,1522,4,990.71Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.60GB,4.00GB,3.96GB,1624028198.24043,1624028199.72938,1.48894262313843,1522,5,929.15Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.60GB,4.00GB,3.96GB,1624028199.94994,1624028206.34596,6.39601969718933,1522,16,1664.25Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.60GB,4.00GB,3.96GB,1624028206.55713,1624028211.53844,4.98131012916565,1522,15,1094.36Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.60GB,4.00GB,3.96GB,1624028211.75946,1624028212.60665,0.847187757492065,1522,8,1005.76Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.60GB,4.00GB,3.96GB,1624028213.68842,1624028214.45553,0.767112493515015,4100,10,3472.82Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.60GB,4.00GB,3.96GB,1624028214.66511,1624028216.42699,1.76188039779663,4100,3,1078.60Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.61GB,4.00GB,3.96GB,1624028216.66099,1624028217.91525,1.25425577163696,4100,4,1008.33Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.60GB,4.00GB,3.96GB,1624028218.13776,1624028219.66375,1.5259895324707,4100,5,2152.53Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.51GB,4.00GB,3.96GB,1624028219.89283,1624028312.87232,92.9794948101044,4100,16,4283.02Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.50GB,4.00GB,3.96GB,1624028313.07009,1624028316.59936,3.52926683425903,4100,15,1141.21Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.51GB,4.00GB,3.96GB,1624028316.82405,1624028317.56464,0.740591526031494,4100,8,2881.42Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.51GB,4.00GB,3.96GB,1624028318.38031,1624028319.13433,0.754024982452393,524,10,4255.15Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.52GB,4.00GB,3.96GB,1624028319.32476,1624028320.90896,1.58420014381409,524,3,4274.59Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.50GB,4.00GB,3.96GB,1624028321.09571,1624028322.34863,1.25292134284973,524,4,1997.66Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.51GB,4.00GB,3.96GB,1624028322.55216,1624028324.19419,1.64203310012817,524,5,4123.24Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.53GB,4.00GB,3.96GB,1624028324.38185,1624028417.40329,93.0214354991913,524,16,1199.33Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.53GB,4.00GB,3.96GB,1624028417.63039,1624028422.95943,5.32903170585632,524,15,963.82Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.52GB,4.00GB,3.96GB,1624028423.18932,1624028424.11209,0.922768592834473,524,8,1062.99Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.52GB,4.00GB,3.96GB,1624028425.1862,1624028426.47815,1.29195237159729,663,10,1032.88Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.53GB,4.00GB,3.96GB,1624028426.70128,1624028428.31036,1.60907244682312,663,3,1250.13Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.53GB,4.00GB,3.96GB,1624028428.5443,1624028429.24431,0.700002193450928,663,4,1110.83Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.53GB,4.00GB,3.96GB,1624028429.31619,1624028430.96767,1.65147948265076,663,5,900.13Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.55GB,4.00GB,3.96GB,1624028431.20016,1624028525.29718,94.0970232486725,663,16,999.92Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.55GB,4.00GB,3.96GB,1624028525.53106,1624028531.41018,5.87912440299988,663,15,982.98Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.55GB,4.00GB,3.96GB,1624028531.63653,1624028532.72016,1.08363223075867,663,8,1113.56Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.54GB,4.00GB,3.96GB,1624028533.83016,1624028534.62818,0.798017263412476,511,10,919.43Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.54GB,4.00GB,3.96GB,1624028534.84613,1624028537.23305,2.38691067695618,511,3,923.15Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.54GB,4.00GB,3.96GB,1624028537.46441,1624028538.45904,0.994629144668579,511,4,981.01Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.54GB,4.00GB,3.96GB,1624028538.68912,1624028540.38463,1.69550728797913,511,5,1211.29Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.53GB,4.00GB,3.96GB,1624028540.61469,1624028546.54091,5.92621874809265,511,16,915.40Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.53GB,4.00GB,3.96GB,1624028546.77426,1624028553.47223,6.6979706287384,511,15,1214.96Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.53GB,4.00GB,3.96GB,1624028553.71085,1624028554.60278,0.891925811767578,511,8,920.14Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.54GB,4.00GB,3.96GB,1624028555.63157,1624028556.49532,0.863752365112305,1058,10,979.14Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.53GB,4.00GB,3.96GB,1624028556.71181,1624028558.69457,1.98275637626648,1058,3,988.68Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.53GB,4.00GB,3.96GB,1624028558.90283,1624028560.01283,1.11000204086304,1058,4,967.94Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.53GB,4.00GB,3.96GB,1624028560.22296,1624028561.58909,1.3661253452301,1058,5,2210.27Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.56GB,4.00GB,3.96GB,1624028561.80574,1624028655.91533,94.1095850467682,1058,16,1380.07Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.56GB,4.00GB,3.96GB,1624028656.13843,1624028661.27777,5.13934087753296,1058,15,960.25Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.56GB,4.00GB,3.96GB,1624028661.50394,1624028662.34164,0.837702512741089,1058,8,918.22Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.56GB,4.00GB,3.96GB,1624028663.40265,1624028664.23862,0.835975885391235,408,10,945.07Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.56GB,4.00GB,3.96GB,1624028664.46936,1624028666.56028,2.09092402458191,408,3,1364.64Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.56GB,4.00GB,3.96GB,1624028666.77699,1624028668.08875,1.31176495552063,408,4,920.26Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.56GB,4.00GB,3.96GB,1624028668.32207,1624028669.89193,1.56986045837402,408,5,2126.08Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.56GB,4.00GB,3.96GB,1624028670.12452,1624028678.06657,7.94205498695374,408,16,1106.54Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.56GB,4.00GB,3.96GB,1624028678.27706,1624028684.13486,5.85779643058777,408,15,911.57Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.56GB,4.00GB,3.96GB,1624028684.36515,1624028685.21855,0.853402853012085,408,8,998.90Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.57GB,4.00GB,3.96GB,1624028686.27526,1624028687.20632,0.93106198310852,2133,10,1004.25Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.55GB,4.00GB,3.96GB,1624028687.42714,1624028689.39937,1.97223448753357,2133,3,1630.77Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.53GB,4.00GB,3.96GB,1624028689.6216,1624028691.86819,2.24658107757568,2133,4,1028.05Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.53GB,4.00GB,3.96GB,1624028692.0919,1624028693.75549,1.66358804702759,2133,5,967.94Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.54GB,4.00GB,3.96GB,1624028693.97185,1624028701.77423,7.8023784160614,2133,16,1040.81Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.56GB,4.00GB,3.96GB,1624028701.986,1624028707.12265,5.13664960861206,2133,15,1099.85Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.55GB,4.00GB,3.96GB,1624028707.35839,1624028708.16899,0.810604095458984,2133,8,964.46Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.56GB,4.00GB,3.96GB,1624028709.22849,1624028710.16928,0.940781593322754,2150,10,990.19Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.56GB,4.00GB,3.96GB,1624028710.40053,1624028712.28173,1.88119602203369,2150,3,1013.37Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.55GB,4.00GB,3.96GB,1624028712.50845,1624028713.79695,1.28850030899048,2150,4,922.76Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.55GB,4.00GB,3.96GB,1624028714.03456,1624028715.56033,1.52576637268066,2150,5,899.71Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.55GB,4.00GB,3.96GB,1624028716.38545,1624028722.03726,5.65180969238281,2150,16,980.67Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.54GB,4.00GB,3.96GB,1624028722.26104,1624028727.92976,5.66871571540833,2150,15,4299.80Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.54GB,4.00GB,3.96GB,1624028728.1168,1624028728.99657,0.879776954650879,2150,8,1135.05Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.52GB,4.00GB,3.96GB,1624028730.02733,1624028730.8703,0.842970848083496,511,10,2474.47Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.51GB,4.00GB,3.96GB,1624028731.08003,1624028733.19644,2.11641049385071,511,3,1001.52Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.51GB,4.00GB,3.96GB,1624028733.42531,1624028734.68486,1.25955533981323,511,4,937.18Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.52GB,4.00GB,3.96GB,1624028734.90808,1624028736.55043,1.6423499584198,511,5,912.96Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.53GB,4.00GB,3.96GB,1624028737.61819,1624028744.48853,6.87034940719605,511,16,907.28Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.54GB,4.00GB,3.96GB,1624028744.68728,1624028750.13932,5.45204377174377,511,15,969.77Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.54GB,4.00GB,3.96GB,1624028750.36576,1624028751.16402,0.798253774642944,511,8,984.05Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.67GB,4.00GB,3.96GB,1624030222.72421,1624030223.56059,0.836374044418335,2150,10,1190.09Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.67GB,4.00GB,3.96GB,1624030223.78519,1624030225.66309,1.87789535522461,2150,3,999.86Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.66GB,4.00GB,3.96GB,1624030225.90238,1624030227.18674,1.28436255455017,2150,4,2413.16Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.67GB,4.00GB,3.96GB,1624030227.40227,1624030229.15536,1.75308442115784,2150,5,1220.53Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.68GB,4.00GB,3.96GB,1624030278.44839,1624030279.22746,0.779068231582642,431,10,1085.58Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.68GB,4.00GB,3.96GB,1624030279.45896,1624030281.80979,2.3508243560791,431,3,1800.20Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.68GB,4.00GB,3.96GB,1624030282.02845,1624030283.19644,1.16798114776611,431,4,1163.56Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.67GB,4.00GB,3.96GB,1624030283.42438,1624030284.77508,1.35069561004639,431,5,938.83Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.68GB,4.00GB,3.96GB,1624030285.0029,1624030292.8947,7.89179515838623,431,16,1241.24Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.68GB,4.00GB,3.96GB,1624030293.09224,1624030302.21511,9.12287139892578,431,15,1885.04Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.68GB,4.00GB,3.96GB,1624030302.45309,1624030303.3183,0.865210056304932,431,8,997.25Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.68GB,4.00GB,3.96GB,1624030346.54795,1624030347.92825,1.38030028343201,1,7,1182.71Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.62GB,2.00GB,2.00GB,1624035275.09331,1624036063.06465,787.971341609955,967,10,2594.01Mhz
8,8,0.00Mhz,0.00Mhz,62.76GB,61.57GB,31.50GB,31.50GB,1624034950.34551,1624036513.02823,1562.68272542954,1900,10,2095.08Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.62GB,2.00GB,2.00GB,1624036063.11154,1624036693.43263,630.321090698242,967,4,2594.01Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.62GB,2.00GB,2.00GB,1624036693.48195,1624037571.56447,878.08252286911,967,3,2594.01Mhz
8,8,0.00Mhz,0.00Mhz,62.76GB,61.57GB,31.50GB,31.50GB,1624036513.08175,1624037793.11473,1280.03298187256,1900,4,2095.08Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.62GB,2.00GB,2.00GB,1624037571.74008,1624038260.84344,689.103363275528,967,5,2594.01Mhz
8,8,0.00Mhz,0.00Mhz,62.76GB,61.55GB,31.50GB,31.50GB,1624037793.16861,1624038997.94804,1204.77943706512,1900,3,2095.08Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.58GB,2.00GB,2.00GB,1624038908.29974,1624039506.83877,598.539026498795,967,8,2594.01Mhz
8,8,0.00Mhz,0.00Mhz,62.76GB,61.55GB,31.50GB,31.50GB,1624038998.04896,1624040182.78936,1184.74039983749,1900,5,2095.08Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.58GB,2.00GB,2.00GB,1624039506.89332,1624040365.56136,858.668037652969,1058,10,2594.01Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.58GB,2.00GB,2.00GB,1624040365.6096,1624040951.0773,585.467706441879,1058,4,2594.01Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.58GB,2.00GB,2.00GB,1624040951.12766,1624041785.72665,834.5989985466,1058,3,2594.01Mhz
8,8,0.00Mhz,0.00Mhz,62.76GB,61.55GB,31.50GB,31.50GB,1624041433.43704,1624042030.94247,597.505432128906,1900,8,2095.08Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.58GB,2.00GB,2.00GB,1624041786.1403,1624042481.8254,695.685097455978,1058,5,2594.01Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.58GB,2.00GB,2.00GB,1624043182.3673,1624043516.89997,334.532670259476,1058,8,2594.01Mhz
8,8,0.00Mhz,0.00Mhz,62.76GB,61.55GB,31.50GB,31.50GB,1624042030.98872,1624045125.81388,3094.8251645565,3896,10,2095.08Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.58GB,2.00GB,2.00GB,1624043516.94829,1624045402.82442,1885.87613201141,2133,10,2594.01Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.62GB,2.00GB,2.00GB,1624045402.87308,1624046741.12772,1338.25464558601,2133,4,2594.01Mhz
8,8,0.00Mhz,0.00Mhz,62.76GB,61.55GB,31.50GB,31.50GB,1624045125.879,1624047473.61058,2347.73158192635,3896,4,2095.08Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.61GB,2.00GB,2.00GB,1624046741.17414,1624048556.32647,1815.15232658386,2133,3,2594.01Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.61GB,2.00GB,2.00GB,1624048556.48476,1624049801.28579,1244.80103063583,2133,5,2594.01Mhz
8,8,0.00Mhz,0.00Mhz,62.76GB,61.55GB,31.50GB,31.50GB,1624047473.65894,1624049944.87343,2471.21449589729,3896,3,2095.08Mhz
8,8,0.00Mhz,0.00Mhz,62.76GB,61.55GB,31.50GB,31.50GB,1624049944.99179,1624052136.49588,2191.50408768654,3896,5,2095.08Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.61GB,2.00GB,2.00GB,1624051203.96993,1624054035.28184,2831.3119122982,2133,8,2594.01Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.61GB,2.00GB,2.00GB,1624054035.33343,1624054708.24377,672.91034245491,899,10,2594.01Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.62GB,2.00GB,2.00GB,1624054708.29361,1624055252.95858,544.664970636368,899,4,2594.01Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.62GB,2.00GB,2.00GB,1624055253.00378,1624056025.77229,772.768510580063,899,3,2594.01Mhz
8,8,0.00Mhz,0.00Mhz,62.76GB,61.55GB,31.50GB,31.50GB,1624054719.54718,1624056052.81294,1333.26575541496,3896,8,2095.08Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.61GB,2.00GB,2.00GB,1624056025.88221,1624056601.58012,575.697913885117,899,5,2594.01Mhz
8,8,0.00Mhz,0.00Mhz,62.76GB,61.55GB,31.50GB,31.50GB,1624056052.85884,1624056783.74351,730.884663581848,956,10,2095.08Mhz
8,8,0.00Mhz,0.00Mhz,62.76GB,61.55GB,31.50GB,31.50GB,1624057164.20388,1624057809.52439,645.320506334305,956,3,2095.08Mhz
8,8,0.00Mhz,0.00Mhz,62.76GB,61.55GB,31.50GB,31.50GB,1624057809.67803,1624058419.75625,610.078223228455,956,5,2095.08Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.61GB,2.00GB,2.00GB,1624057196.06574,1624059071.89516,1875.82941222191,899,8,2594.01Mhz
8,8,0.00Mhz,0.00Mhz,62.76GB,61.55GB,31.50GB,31.50GB,1624059064.51884,1624059354.59502,290.076184749603,956,8,2095.08Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.61GB,2.00GB,2.00GB,1624059071.9397,1624059671.06486,599.125158309937,816,10,2594.01Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.61GB,2.00GB,2.00GB,1624059671.10919,1624060165.92052,494.811331272125,816,4,2594.01Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.61GB,2.00GB,2.00GB,1624060165.96478,1624060823.98662,658.021846294403,816,3,2594.01Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.61GB,2.00GB,2.00GB,1624060824.09745,1624061398.69813,574.600682735443,816,5,2594.01Mhz
8,8,0.00Mhz,0.00Mhz,62.76GB,61.55GB,31.50GB,31.50GB,1624059354.64839,1624061450.6863,2096.03791642189,2661,10,2095.08Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.61GB,2.00GB,2.00GB,1624061928.56791,1624062707.03301,778.465101718903,816,8,2594.01Mhz
8,8,0.00Mhz,0.00Mhz,62.76GB,61.55GB,31.50GB,31.50GB,1624061450.72993,1624062979.50549,1528.77555584908,2661,4,2095.08Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.61GB,2.00GB,2.00GB,1624062707.07401,1624063317.73613,610.662126302719,745,10,2594.01Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.61GB,2.00GB,2.00GB,1624063317.77587,1624063701.86679,384.09091758728,745,4,2594.01Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.61GB,2.00GB,2.00GB,1624063701.90618,1624064284.63666,582.730481386185,745,3,2594.01Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.61GB,2.00GB,2.00GB,1624064284.75375,1624064710.30625,425.55250120163,745,5,2594.01Mhz
8,8,0.00Mhz,0.00Mhz,62.76GB,61.55GB,31.50GB,31.50GB,1624062979.56043,1624064894.78985,1915.22941732407,2661,3,2095.08Mhz
4,4,0.00Mhz,0.00Mhz,31.33GB,29.61GB,2.00GB,2.00GB,1624065197.47016,1624066317.50994,1120.03977966309,745,8,2594.01Mhz
8,8,0.00Mhz,0.00Mhz,62.76GB,61.55GB,31.50GB,31.50GB,1624064894.98301,1624066528.59719,1633.61417961121,2661,5,2095.08Mhz
8,8,0.00Mhz,0.00Mhz,62.76GB,61.55GB,31.50GB,31.50GB,1624068292.15179,1624069948.5541,1656.40230631828,2661,8,2095.08Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.26GB,4.00GB,3.67GB,1624091101.05008,1624091105.51203,4.46195101737976,2133,10,900.11Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.23GB,4.00GB,3.67GB,1624091101.05008,1624091106.64376,5.59368419647217,2133,10,4299.68Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.25GB,4.00GB,3.67GB,1624091101.05008,1624091107.58637,6.53629302978516,2133,10,2788.86Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.25GB,4.00GB,3.67GB,1624091101.05008,1624091108.44784,7.39776039123535,2133,10,1545.35Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.24GB,4.00GB,3.67GB,1624091101.05008,1624091109.87475,8.82467460632324,2133,10,1071.45Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.23GB,4.00GB,3.67GB,1624091101.05008,1624091111.41638,10.3662972450256,2133,10,4257.68Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.22GB,4.00GB,3.67GB,1624091101.05008,1624091112.42241,11.3723294734955,2133,10,2172.55Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.22GB,4.00GB,3.67GB,1624091101.05008,1624091113.32317,12.2730946540833,2133,10,1044.06Mhz
